id,device_id,job_id,name,status,timestamp,location
3652,2,649,,lambda_max(250-600): 378.0 nm,2023-07-13 13:36:00.845709,uoft
3653,2,649,,"
peak_analysis result for DAD data(wavelength :378.0 nm)
************",2023-07-13 13:36:00.845709,uoft
3654,2,649,,Time for DAD analysis (BSBCz_derivative) : 10.778232097625732 s,2023-07-13 13:36:00.845709,uoft
3655,2,649,,"
Retention time of BSBCz_derivative: 8.80 min (start 8.58, end 9.29)",2023-07-13 13:36:00.845709,uoft
3656,2,649,,"
Retention time of BSBCz_derivative: 8.83 min (start 8.76, end 8.91)",2023-07-13 13:36:00.845709,uoft
3657,2,649,,lambda_max(250-600): 378.0 nm,2023-07-13 13:36:00.845709,uoft
3658,2,649,,lambda_max(250-600): 378.0 nm,2023-07-13 13:36:00.845709,uoft
3659,2,649,,"
peak_analysis result for DAD data(wavelength :378.0 nm)
************",2023-07-13 13:36:00.845709,uoft
3660,2,649,,Time for DAD analysis (BSBCz_derivative) : 10.463432788848877 s,2023-07-13 13:36:00.845709,uoft
3661,2,649,,"
Retention time of BSBCz_derivative: 8.80 min (start 8.58, end 9.29)",2023-07-13 13:36:00.845709,uoft
3662,2,649,,"
Retention time of BSBCz_derivative: 8.83 min (start 8.76, end 8.91)",2023-07-13 13:36:00.845709,uoft
3663,2,649,,lambda_max(250-600): 378.0 nm,2023-07-13 13:36:00.845709,uoft
3664,2,649,,lambda_max(250-600): 378.0 nm,2023-07-13 13:36:00.845709,uoft
3665,2,649,,"
peak_analysis result for DAD data(wavelength :378.0 nm)
************",2023-07-13 13:36:00.845709,uoft
3666,2,649,,Time for DAD analysis (BSBCz_derivative) : 10.581108808517456 s,2023-07-13 13:36:00.845709,uoft
3667,2,649,,"
Retention time of BSBCz_derivative: 9.35 min (start 9.21, end 9.48)",2023-07-13 13:36:00.845709,uoft
3668,2,649,,"
Retention time of BSBCz_derivative: 9.36 min (start 9.31, end 9.41)",2023-07-13 13:36:00.845709,uoft
3669,2,649,,"
analysis for BHT
************",2023-07-13 13:36:00.845709,uoft
3670,2,649,,lambda_max(250-600): 278.0 nm,2023-07-13 13:36:00.845709,uoft
3671,2,649,,lambda_max(250-600): 278.0 nm,2023-07-13 13:36:00.845709,uoft
3672,2,649,,"
peak_analysis result for DAD data(wavelength :278.0 nm)
************",2023-07-13 13:36:00.845709,uoft
3673,2,649,,Time for DAD analysis (BHT) : 24.64998197555542 s,2023-07-13 13:36:00.845709,uoft
3674,2,649,,"
Retention time of BHT: 5.30 min (start 5.16, end 5.43)",2023-07-13 13:36:00.845709,uoft
3675,2,649,,job termination detected,2023-07-13 13:36:00.845709,uoft
